Index,Doc Type,Length,Content
292,EU_Parliament,1555,". Less than half of used clothes are collected for reuse or recycling, and only 1% of used clothes are recycled into new clothes, since technologies that would enable clothes to be recycled into virgin fibres are only now starting to emerge. Only 1% of used clothes are recycled into new clothes. On average Europeans use nearly 26 kilos of textiles and discard about 11 kilos of them every year. Used clothes can be exported outside the EU, but are mostly (87%) incinerated or landfilled. The rise of fast fashion has been crucial in the increase in consumption, driven partly by social media and the industry bringing fashion trends to more consumers at a faster pace than in the past. The new strategies to tackle this issue include developing new business models for clothing rental, designing products in a way that would make re-use and recycling easier (circular fashion), convincing consumers to buy clothes of better quality that last longer (slow fashion) and generally steering consumer behaviour towards more sustainable options. The EU strategy for sustainable and circular textiles As part of the circular economy action plan, the European Commission presented in March 2022 a new strategy to make textiles more durable, repairable, reusable and recyclable, tackle fast fashion and stimulate innovation within the sector. The new strategy includes new ecodesign requirements for textiles, clearer information, a Digital Product Passport and calls companies to take responsibility and act to minimise their carbon and environmental footprints"
293,EU_Parliament,1510,". The new strategy includes new ecodesign requirements for textiles, clearer information, a Digital Product Passport and calls companies to take responsibility and act to minimise their carbon and environmental footprints. In June 2023, MEPs set out proposals for tougher EU measures to halt the excessive production and consumption of textiles. Parliament’s report calls for textiles to be produced respecting human, social and labour rights, as well as the environment and animal welfare. EU measures to tackle textile waste The EU has an EU Ecolabel that producers respecting ecological criteria can apply to items. This gives more visibility to products that include fewer harmful substances and cause less water and air pollution. In 2018, the waste directive was approved by the Parliament. The Commission strategy also includes measures to tackle the presence of hazardous chemicals, while it calls on producers to take responsibility for their products along the value chain, including when they become waste, and aims to help consumers to choose sustainable textiles. The Parliament put forward ideas for changes to textile waste rules in March 2024. The revision of the waste directive will introduce extended producer responsibility schemes. This means in practice that producers of textiles, such as clothing, footwear hats, accessories, as well as other companies that put such products on the European single market, will have to cover the costs for the separate collection, sorting and recycling"
294,EU_Parliament,1236,". The revision of the waste directive will introduce extended producer responsibility schemes. This means in practice that producers of textiles, such as clothing, footwear hats, accessories, as well as other companies that put such products on the European single market, will have to cover the costs for the separate collection, sorting and recycling. While the Commission proposed that the extended producer responsibility schemes should be introduced 30 months after the directive enters into force, MEPs pushed for 18 months. In addition, EU countries would be obliged to collect textiles separately by 1 January 2025 for re-use, preparing for re-use and recycling. “We request a textile waste reduction target, with an oversight of exported used textiles,” said Anna Zalewska (ECR, Poland), the MEP responsible for steering the rules through Parliament. She also called for better infrastructure for separate collection of textiles and more efficient sorting of municipal waste, so that items which can be recycled are extracted before being sent to the incinerator or landfill. Next steps The negotiations with the Council will be done by the next Parliament, which will be elected during the European elections on 6-9 June 2024."
295,EU_Parliament,219,Organisation: EU Parliament URL: https://www.europarl.europa.eu/topics/en/article/20201208STO93327/the-impact-of-textile-production-and-waste-on-the-environment-infographics Page Title: waste management infographic page
296,EU_Parliament,1598,"Sustainable waste management: what the EU is doing | Topics | European Parliament Find out how much waste Europeans generate, how they manage their waste and what measures the EU is taking to ensure environmentally-friendly practices. Published: 06-04-2018 Last updated: 21-03-2024 - 09:58 7 min read Each European generated on average five tonnes of waste in 2022, which adds up to more than 2.2 billion tonnes in total. About 38.4% of all waste was generated in construction (38.4%), followed by mining and quarrying (22.7%), waste and water services (10.5%), manufacturing (10.4%) and households (8.9%). Other economic activities, mainly services (5.2%) and energy (3.0%), generated the remaining part (9.2%). Major mineral waste accounts for a large share of total waste (64%). This comes from mining, quarrying, construction and demolition. Apart from major mineral waste, the biggest sources of waste in 2022 were waste and water services (216 million tonnes), households (193 million tonnes) and manufacturing activities (166 million tonnes). Infographic showing the waste generated in the EU by sector and the changes from 2004 to 2022. The EU wants to reduce waste and its impact on the environment and promotes the shift towards a more sustainable model known as the circular economy. Waste treatment in the EU Almost two billion tonnes of waste were treated in the EU in 2022. This number is not the same as for generated waste, because it includes waste imported into the EU and excludes waste exported from the EU. Waste can be used in different ways in what is known as waste recovery"
297,EU_Parliament,1557,". Waste treatment in the EU Almost two billion tonnes of waste were treated in the EU in 2022. This number is not the same as for generated waste, because it includes waste imported into the EU and excludes waste exported from the EU. Waste can be used in different ways in what is known as waste recovery. Waste can be recycled, used for backfilling (which means replacing soil for slope reclamation or safety or engineering purposes in landscaping) or it can be incinerated and the energy produced out of this process used. In less than two decades, from 2004 to 2022, the amount of recovered waste increased by 40.6%, from 870 to 1,223 million tonnes. Recovered waste accounted for more than half of the total waste (61.4%) in 2022. The remaining waste was either landfilled (30.2%), incinerated without energy recovery (0.4%) or disposed in some other way (8.0%). Municipal waste Municipal waste consists of waste generated by households, shops, offices and public institutions. It accounts for only about 10% of the total waste and is managed by municipal authorities. In 2022, the volume of generated municipal waste varied significantly between EU countries, from 301 kilos per capita in Romania to 803 kilos per capita in Austria. Municipal waste management practices across the EU Waste management practices also vary between EU countries. The EU wants to promote the prevention of waste and the re-use of products as much as possible. If this is not possible, it prefers recycling (including composting), followed by using waste to generate energy"
298,EU_Parliament,1555,". Municipal waste management practices across the EU Waste management practices also vary between EU countries. The EU wants to promote the prevention of waste and the re-use of products as much as possible. If this is not possible, it prefers recycling (including composting), followed by using waste to generate energy. The most harmful option for the environment and people's health is simply disposing of waste, for example in a landfill, although it's one of the cheapest possibilities. Even though we generate more waste, the way we manage it has improved with more recycling and less landfilling. 60% of everyday waste collected and treated by municipalities must be reused or recycled by 2030 according to EU targets. The share of recycled municipal waste rose from 19% in 1995 to 48% in 2022, while in the same period the share of landfilled waste dropped from 61% to 23%. In line with the EU Landfill Directive, EU countries must reduce the amount of municipal waste sent to landfill to 10% or less of the total municipal waste generated by 2035. Export of waste outside the EU Infographic showing the principal waste destinations from the European Union. The EU also exports part of its waste. In 2022, EU exports of waste to non-EU countries reached 32.1 million tonnes. This is a slight decrease of 3% compared to 2021. The majority of waste exported outside the EU (55%) consists of ferrous metals waste (iron and steel), which mostly goes to Türkiye. The EU exported a lot of paper waste as well (15%), with India being the main destination"
299,EU_Parliament,1410,". The EU also exports part of its waste. In 2022, EU exports of waste to non-EU countries reached 32.1 million tonnes. This is a slight decrease of 3% compared to 2021. The majority of waste exported outside the EU (55%) consists of ferrous metals waste (iron and steel), which mostly goes to Türkiye. The EU exported a lot of paper waste as well (15%), with India being the main destination. In 2022, 39% of EU waste went to Türkiye (12.4 million tonnes), followed by India (3.5 million tonnes), the UK (2.0 million tonnes), Switzerland (1.6 million tonnes) and Norway (1.6 million tonnes). The EU wants to counter illegal exports and ensure waste is managed in an environmentally sound manner in the destination countries. In February 2024, Parliament approved stricter rules for waste shipments to non-EU countries. The rules prohibit plastic waste exports to non-OECD countries and introduce stricter conditions for exports to OECD countries. Shipping waste to another EU country is possible only in exceptional circumstances. The EU’s work to achieve a circular economy The European Union wants to build a circular and climate-neutral economy by 2050. To achieve that, the EU has introduced in recent years many new measures to reduce waste and make products more sustainable. New or updated legislation covers ecodesign, packaging, greenwashing, the right to repair, waste management and other key areas."
300,Fairtrade_International,1579,"Organisation: Fairtrade International URL: https://www.fairtrade.net/ Page Title: Fairtrade International  Fairtrade is about better prices, safe working conditions, local sustainability, and fair terms of trade for farmers and workers. Right now, we’re urging the government to “Brew it Fair” too. We want you to take action and call on the UK Government to ensure the people growing our tea can plan for their futures, and are protected from the impacts of climate change. Together, our actions can have a positive impact on real people’s lives. Fairer pay, fairer treatment, fairer futures – that’s Fairtrade. Buying Fairtrade is easy. There are over 6,000 Fairtrade products from coffee and tea to flowers and gold, so when you shop, look for the FAIRTRADE Mark. There are thousands of Fairtrade groups throughout the UK, including community groups, school groups, universities and places of worship. From coffee mornings to running marathons, supporters across the UK are finding fun and creative ways to raise money for Fairtrade. Join the Fairtrade community and help us campaign for fairer trade, climate justice and a better future. Fairtrade adds Türkiye to its list of producer countries. Fairtrade University and College Award Winners 2025. Fairtrade CEO and Fairtrade Africa comment on new UK Trade Strategy. Since 1994, shoppers buying Fairtrade products have generated more than €1bn in Fairtrade Premium for farmers and workers. Think Fairtrade is just bananas and coffee? The full list of products includes flowers and gold, chocolate and tea, cotton and beauty."
301,Fair_Wear_Foundation,99,Organisation: Fair Wear Foundation URL: https://www.fairwear.org/ Page Title: Fair Wear  Loading...
302,Fair_Wear_Foundation,110,Organisation: Fair Wear Foundation URL: https://www.fairwear.org/ Page Title: Fair Wear Foundation  Loading...
303,Fair_Wear_Foundation,99,Organisation: Fair Wear Foundation URL: https://www.fairwear.org/ Page Title: Resources  Loading...
304,Fair_Wear_Foundation,104,Organisation: Fair Wear Foundation URL: https://www.fairwear.org/ Page Title: Sustainability  Loading...
305,Fashion_Revolution,315,"Organisation: Fashion Revolution URL: https://www.fashionrevolution.org/ Page Title: all resources  Although our resources are open source, we kindly ask for a small donation towards downloads. This helps us to continue to provide up to date, educational and inspiring resources that are free and accessible to all."
306,Fashion_Revolution,385,"Organisation: Fashion Revolution URL: https://www.fashionrevolution.org/ Page Title: climate crisis  We are facing a climate crisis, and the effects are already being felt all across the world. The fashion industry has a devastating impact on the planet, and the most vulnerable workers in the fashion system are often at disproportionate risk of experiencing these impacts first-hand."
307,Fashion_Revolution,319,Organisation: Fashion Revolution URL: https://www.fashionrevolution.org/ Page Title: educational resources  FOR STUDENTS AND EDUCATORS How to get involved in Fashion Revolution Week 2025. FOR ALL EDUCATORS: Introduction to Fashion Revolution PowerPoint (Ages 6 – 10). What can I find out about my clothes (Age: 7 – 11).
308,Fashion_Revolution,585,"Organisation: Fashion Revolution URL: https://www.fashionrevolution.org/ Page Title: fashion revolution fanzine library  “Making fanzines was something we had always wanted to do, so when the occasion arose we jumped at it wholeheartedly. For a creative campaign such as ours, the medium is ideal as it can convey complicated messages in a visual way, without taking anything away from the rigour of the conversation. Each zine has its own identity which also to me reiterates how the multiple issues we tackle are so different, and have a different set of solutions.” Orsola De Castro"
309,Fashion_Revolution,574,"Organisation: Fashion Revolution URL: https://www.fashionrevolution.org/ Page Title: fashion transparency index  This is the eighth annual edition of the Fashion Transparency Index. This year, 250 of the world’s largest fashion brands and retailers were reviewed and ranked according to what information they disclose about their social and environmental policies, practices and impacts, in their operations and supply chain. This Index is a tool to push and incentivise the world’s largest fashion brands to be more transparent about their social and environmental efforts."
310,Fashion_Revolution,400,"Organisation: Fashion Revolution URL: https://www.fashionrevolution.org/ Page Title: how tos  Here you will find our series of short and informative ‘how to’ videos and PDF guides that narrate a range of revolutionary fashion skills. From mending holes, to eliminating waste, to using your voice as an activist, these personal stories offer bits of wisdom from everyday citizens and industry experts."
311,Fashion_Revolution,438,"Organisation: Fashion Revolution URL: https://www.fashionrevolution.org/ Page Title: impact  Our team works tirelessly to advocate for tougher legislation, legally binding agreements and policy transformation to hold the fashion industry accountable. For example, our work campaigning for a renewed International Accord on health and safety was successful in encouraging brands to keep their garment workers safe in Bangladesh and beyond."
312,Fashion_Revolution,379,"Organisation: Fashion Revolution URL: https://www.fashionrevolution.org/ Page Title: Landing page  We are Fashion Revolution. For over 10 years, we have been campaigning passionately for a clean, safe, fair, transparent and accountable fashion industry. We believe in a global fashion industry that conserves and restores the environment and values people over growth and profit."
313,Fashion_Revolution,501,"Organisation: Fashion Revolution URL: https://www.fashionrevolution.org/ Page Title: listen to the fashion revolution podcast  Fashion Revolution Podcast explores the hidden stories behind the clothing we wear. Through interviews and investigations, Fashion Revolution explores the intersection of sustainability, ethics and transparency in the fashion industry. International fashion journalist Tamsin Blanchard speaks to researchers, supply chain experts, garment workers, politicians and activists."
314,Fashion_Revolution,383,"Organisation: Fashion Revolution URL: https://www.fashionrevolution.org/ Page Title: manifesto  We are Fashion Revolution. We are designers, producers, makers, workers and consumers. We are world citizens. We are a movement and a community. We are you. We love fashion. But we donâ€™t want our clothes to exploit people or destroy our planet. We demand radical, revolutionary change."
315,Fashion_Revolution,707,"Organisation: Fashion Revolution URL: https://www.fashionrevolution.org/ Page Title: sewing the seeds zine  Sewing the Seeds explores fashion activism through articles, photography and illustrations created by the Leeds Beckett University students & staff, and designers, makers & innovators around the north of England. We extend our appreciation to Leeds Beckett University for making this project possible through their financial support and the content created by their talented and passionate students. It’s a big, colourful issue — with 112 pages of articles, illustration & photography, and packed with new perspectives, tips and interviews with innovators in circular and sustainable fashion design."
316,Fashion_Takes_Action,606,"Organisation: Fashion Takes Action URL: https://www.fashiontakesaction.com/ Page Title: CCES textiles and apparel track  The Canadian Circular Economy Summit (CCES) provides an opportunity for leaders across sectors to share efforts and identify solutions for transitioning to a circular economy in Canada. Fashion Takes Action is partnering with Circular Economy Leadership Canada and the Circular Innovation Council to present a dedicated Textiles & Apparel Track at CCES. The summit explored challenges and best practices for sustainable, equitable, and prosperous future, attracting over 900 delegates."
317,Fashion_Takes_Action,574,"Organisation: Fashion Takes Action URL: https://www.fashiontakesaction.com/ Page Title: circularity page  Circularity is a necessity for individuals and businesses alike in fashion. Circular fashion reimagines the design, production, and usage of clothing to eliminate waste and extend the life of materials. It prioritizes durability, reuse, and responsible recycling, which subsequently reduces landfill waste and carbon emissions. Circular fashion also serves as a smart business strategy, creating new revenue streams and job opportunities while promoting social equity."
318,Fashion_Takes_Action,481,"Organisation: Fashion Takes Action URL: https://www.fashiontakesaction.com/ Page Title: circular fashion  Circular fashion is essential in driving sustainable practices within the industry. It reduces waste, conserves resources, and lowers emissions while creating new revenue streams and fostering job development. Fashion Takes Action is advocating for the shift toward a circular textile economy by promoting collaboration and engagement among industry leaders and policymakers."
319,Fashion_Takes_Action,350,"Organisation: Fashion Takes Action URL: https://www.fashiontakesaction.com/ Page Title: citizen resources  Citizen Resources include the 7Rs of Fashion, standards and certifications for sustainable practices, an educational video series, garment care guides, and more, aimed at empowering individuals to make informed, sustainable choices in fashion."
320,Fashion_Takes_Action,454,"Organisation: Fashion Takes Action URL: https://www.fashiontakesaction.com/ Page Title: classroom education  Our program provides dynamic lesson plans and facilitated workshops designed to meet curriculum standards, helping students engage with climate and social justice issues through fashion. The curriculum focuses on themes like climate science, social justice, and resilience-building, offering a pathway to inspire students toward positive change."
321,Fashion_Takes_Action,973,"Organisation: Fashion Takes Action URL: https://www.fashiontakesaction.com/ Page Title: consumer perception report  More and more citizens want sustainable fashion — but how can they tell what’s genuine and what’s just greenwashing? At Fashion Takes Action, we’ve spent the past 18 years advancing sustainability through education, collaboration, and research, but the industry’s environmental impact remains staggering. Our findings shed light on the gap between perception and reality, and offer actionable insights to support policy change, empower consumers, and hold brands accountable. This national study explores Canadian consumer perceptions of sustainability and greenwashing in the fashion industry, including awareness and understanding of greenwashing, trust in sustainability claims, and behavioral responses to greenwashing. Key findings show that 64% of respondents would stop buying from brands caught greenwashing and that 79% express frustration with it."
322,Fashion_Takes_Action,599,"Organisation: Fashion Takes Action URL: https://www.fashiontakesaction.com/ Page Title: corporate education  Engage your employees and strengthen your ESG efforts with our interactive corporate learning experiences about sustainability through fashion. Sessions include From Fibre to Future, Building Accountability, Circularity in Action, and more. These workshops help align teams on sustainability goals, increase retention, and strengthen ESG efforts. Topics cover the full lifecycle of fashion, from raw materials to finished product, and aim to empower employees to make more informed choices."
323,Fashion_Takes_Action,382,"Organisation: Fashion Takes Action URL: https://www.fashiontakesaction.com/ Page Title: industry resources  Industry Reports include Circular Models for Textiles, Perceptions of Greenwashing, IC&I Sector Textile Waste, and more. These resources offer insights into the landscape of textile recycling, circular solutions, training and development programs, and key industry webinars."
324,Fashion_Takes_Action,1331,"Organisation: Fashion Takes Action URL: https://www.fashiontakesaction.com/ Page Title: Landing page  FTA empowers citizens, educators, and businesses with the tools and knowledge to create lasting change. Our latest report reveals a major gap between consumer intent and industry transparency. More and more citizens want sustainable fashion — but how can they tell what’s genuine and what’s just greenwashing? Closing the gap between vision and action with resources designed for industry leaders. Classroom Education tools and resources to support elementary and high school educators. Corporate Education corporate training and development that will support your ESG goals. Resources to support your sustainability journey, starting with what’s in your closet. Discover circular fashion with ReMode, an event exploring hands-on ways to engage with circular fashion—whether through Swaps, Talks, or our #NoNewClothes Marketplace. Sustainability Starts with Education, rooted in education to empower and enable action toward sustainability in the fashion industry. The power of collaboration in the Canadian Circular Textiles Consortium is geared towards addressing the crisis of wasted textiles. Since 2014, over 35,000 students aged 8-17 have accessed our educational tools and resources with programs like My Clothes My World."
325,Fashion_Takes_Action,594,"Organisation: Fashion Takes Action URL: https://www.fashiontakesaction.com/ Page Title: new mandate blog post  Fashion Takes Action sees an opportunity to reshape Canada's fashion industry as part of a bold vision outlined in the Prime Ministerâ€™s mandate letter, aiming for a cleaner, equitable economy and addressing pressing challenges such as climate change and social justice. Our Canadian Circular Textiles Consortium seeks to create circular systems for reuse, repair, and recycling, while also scaling education and training for meaningful careers within a sustainable fashion context."
326,Fashion_Takes_Action,724,"Organisation: Fashion Takes Action URL: https://www.fashiontakesaction.com/ Page Title: remode page  Reduce your fashion footprint through what you buy and how you care for your clothes at ReMode. Marketplace highlights only vendors specializing in reuse, resale, repurposing, rental, and repair. The Swap offers a space to trade unwanted clothes, and Talks bring experts together to share insights on reducing footprints. ReMode is for everyone, from sustainable fashion newbies to eco-enthusiasts. Unclaimed items are typically donated to local charities to ensure items remain in circulation. Minor repairs may be offered for free or by donation, and there are various opportunities for businesses to partner with ReMode."
327,Fashion_Takes_Action,333,"Organisation: Fashion Takes Action URL: https://www.fashiontakesaction.com/ Page Title: resources page  Citizen Resources focus on getting informed about our fashion footprint, standards, and certifications while encouraging action through guides on garment care, hosting clothing swaps, and engaging in circular fashion initiatives."
328,Fashion_Takes_Action,554,"Organisation: Fashion Takes Action URL: https://www.fashiontakesaction.com/ Page Title: sustainable fashion blog  A tax exemption meant for travelers has opened a loophole, allowing low-cost fashion to flood Canada and create an unfair playing field for local brands. Ultra-fast fashion companies exploit the de minimis rule, leading to economic and environmental implications for Canadian businesses and public resources. There's growing momentum to address these issues through policy adjustments in Canada while promoting responsible consumer choices."
329,Global_Standard_gGmbH,359,Organisation: Global Standard gGmbH URL: https://global-standard.org/ Page Title: article  The GOTS organisation developed guidelines for GOTS Approved Certification Bodies who require to replace on-site audits by Virtual Audits (VAs) due to travel and meeting restrictions imposed by health authorities because the threat of infection and spread of COVID-19.
330,Global_Standard_gGmbH,382,"Organisation: Global Standard gGmbH URL: https://global-standard.org/ Page Title: certification  The GOTS quality assurance system is based on on-site inspection and certification of the entire textile supply chain. Certification is performed by independent, approved third party Certification Bodies, which is a requirement of an ISO 14024 Type 1 environmental labelling programme."
331,Global_Standard_gGmbH,490,"Organisation: Global Standard gGmbH URL: https://global-standard.org/ Page Title: chemicals approval  Chemical inputs used for wet-processing of GOTS Goods and Accessories used for functional and/or fashionable reasons are collectively called GOTS Additives. With the implementation of GOTS Version 7.0, chemical formulators are required to implement product stewardship practices and undergo an on-site audit for environmental management systems, as well as occupational health and safety."
332,Global_Standard_gGmbH,526,Organisation: Global Standard gGmbH URL: https://global-standard.org/ Page Title: consultants  Several independent individuals or companies have been offering expert consultancy services to the textile industry to achieve certification to GOTS for textile operations or to receive approval for chemical inputs. GOTS has therefore formulated a policy to ensure that the industry receives correct knowledge of the standard requirements and the mandatory processes and procedures within the operations of a GOTS certified entity.
333,Global_Standard_gGmbH,458,"Organisation: Global Standard gGmbH URL: https://global-standard.org/ Page Title: due diligence  Due diligence is a systematic process to identify, prevent, mitigate and account for actual and potential adverse impacts on human rights, the environment and ethical business practices. GOTS certification serves as a tool for companies to achieve compliance with evolving laws and to showcase their commitment to positive change for people and the environment."
334,Global_Standard_gGmbH,388,"Organisation: Global Standard gGmbH URL: https://global-standard.org/ Page Title: gots revision  GOTS is a dynamic standard, we foster constant progress towards the development of better textile processing methods. Every three years a revision process takes place in which GOTS collaborates with international stakeholders to ensure that the views of relevant stakeholders are considered."
335,Global_Standard_gGmbH,613,"Organisation: Global Standard gGmbH URL: https://global-standard.org/ Page Title: key features  The Global Organic Textile Standard (GOTS) is the worldwide leading textile processing standard for organic fibres, including environmental, human rights, and social criteria, backed up by independent third-party certification of the entire textile supply chain. GOTS certification builds upon distinctive and unique key features, including compliance support, organic fibres, due diligence, third-party certification, human rights and social criteria, environmental criteria, all processing stages, and traceability."
336,Global_Standard_gGmbH,847,"Organisation: Global Standard gGmbH URL: https://global-standard.org/ Page Title: Landing page  The Global Organic Textile Standard (GOTS) was developed by leading standard setters to define world-wide recognised requirements for organic textiles. From the harvesting of the raw materials, environmentally and socially responsible manufacturing to labelling, textiles certified to GOTS provide a credible assurance to the consumer. The Public Consultation for the New Global Responsible Textile Standard (GRTS) is Open. GOTS Version 7.0 was found to demonstrate close alignment with the OECD Due Diligence Guidance for Responsible Supply Chains in the Garment and Footwear Sector. GOTS 2024 Annual Report reveals key achievements and strategic shifts. The GOTS certification process starts at the processing level (e.g., ginning mills for cotton)."
337,Global_Standard_gGmbH,461,"Organisation: Global Standard gGmbH URL: https://global-standard.org/ Page Title: news  OECD Assessment of GOTS Indicates Strong Alignment with International Due Diligence Frameworks. The assessment conducted as part of the OECDâ€™s pilot project on alignment assessments reviewed 167 criteria. It found that GOTS addresses the full due diligence cycle, with 69% of assessed criteria rated as fully aligned, 29% as partially aligned, and only 2% as not aligned."
338,Global_Standard_gGmbH,487,"Organisation: Global Standard gGmbH URL: https://global-standard.org/ Page Title: organic fibres  Organic fibres have emerged as a vital component, enabling an industry that proactively reduces its negative environmental impact and prioritises human well-being over short-term gains. To carry the ‘made with organic’ label grade, a textile product must contain a minimum of 70% certified organic fibres, while the 'organic' label grade requires a minimum of 95% certified organic fibres."
339,Global_Standard_gGmbH,413,"Organisation: Global Standard gGmbH URL: https://global-standard.org/ Page Title: traceability  Traceability is the possibility to identify and follow the path of a product as it moves through the value chain, from the origin of its raw materials to the point of final delivery to the end consumer. GOTS guarantees an independent and gapless verification of a traceable and comprehensively certified product flow."
340,Gold_Standard,121,Organisation: Gold Standard URL: https://www.goldstandard.org/ Page Title: Core Criteria for Mature Landscape Initiatives
341,Gold_Standard,1590,"report UPDATED Nov 6, 2024 Core Criteria for Mature Landscape Initiatives Landscape initiatives bring stakeholders together in a defined geographic area to address prioritised sustainability challenges, such as deforestation, biodiversity loss, and livelihoods, through a collaborative approach. Download Report The power of landscape initiatives lies in aligning interests and priorities of key stakeholders, including local communities, practitioners, market actors, and local governments around collective goals, actions, and investment so that they are better able to finance and address systemic conditions that will deliver long-term sustainability impacts at a landscape scale. With increasing interest and engagement in landscape initiatives, it is critical that all stakeholders have a simple and consistent understanding of the core elements of a mature landscape initiative. Twenty leading landscape practitioner organisations have come together to align on four core criteria and accompanying sub-criteria, and to define six applications for the criteria. The criteria present both a roadmap for new and existing landscape initiatives to improve their effectiveness and a means by which to assess the maturity of these initiatives for different purposes or use cases. While landscape initiatives will take different pathways to build out these criteria and sub-criteria over time, mature initiatives that have these criteria in place are likely to be more resilient, more attractive to investors, and better placed to deliver more durable sustainability impacts in the landscape"
342,Gold_Standard,796,". While landscape initiatives will take different pathways to build out these criteria and sub-criteria over time, mature initiatives that have these criteria in place are likely to be more resilient, more attractive to investors, and better placed to deliver more durable sustainability impacts in the landscape. Gold Standard Newsletter Subscription Stay updated on our latest news and more. submit International Environment House II Chemin de Balexert 7-9 1219 Châtelaine, Switzerland Inform News FAQs Events Newsletters Explore Impact Registry Standard Documents SDG Impact Dashboard SDG Impact Tool Gold Standard Marketplace Assurance Platform Engage Contact Donate Consultations Work with us © Gold Standard 2025 Terms and Conditions Privacy Notice Conflict of Interest Policy Cookie Policy"
343,Gold_Standard,116,Organisation: Gold Standard URL: https://www.goldstandard.org/ Page Title: Global Net Zero Framework | Gold Standard
344,Gold_Standard,1335,"report UPDATED Sep 21, 2024 Fairly contributing to global Net Zero - Framework for organisational climate mitigation strategies If global mitigation goals are to be achieved it is essential that all organisations become positive contributors to global net zero and beyond. Download Report At the same time and recognising that this may be motivation enough for some organisations, others may need support in recognising the value of this shift in thinking and to have the tools and roadmap to implement it. This document, the second iteration of our Framework for climate mitigation strategies, is intended for use by companies, their stakeholders and those that scrutinise corporate climate mitigation practices. Key developments included in the second iteration include: A new focus on adaptation considerations when developing climate strategies. Read Funding Beyond Value Chain Mitigations Further guidance on how companies should take responsibility for unabated emissions, and their scope 3 emissions, in line with our Beyond Value Chain Mitigation guidance. See Considerations for credible claims This Framework is designed to be read alongside its associated document Gold Standard’s Considerations for credible claims, which considers the good practices that organisations should consider when promoting their climate progress"
345,Gold_Standard,1114,". See Considerations for credible claims This Framework is designed to be read alongside its associated document Gold Standard’s Considerations for credible claims, which considers the good practices that organisations should consider when promoting their climate progress. Related Report and Webinar report Fairly contributing to global Net Zero - Considerations for credible claims Jun 27, 2024 download webinar How should companies credibly contribute to decarbonisation? Re-Launching Gold Standard’s “Fairly Contributing to Global Net Zero"" Jul 25, 2024 replay report Funding Beyond Value Chain Mitigation Mar 18, 2024 download Gold Standard Newsletter Subscription Stay updated on our latest news and more. submit International Environment House II Chemin de Balexert 7-9 1219 Châtelaine, Switzerland Inform News FAQs Events Newsletters Explore Impact Registry Standard Documents SDG Impact Dashboard SDG Impact Tool Gold Standard Marketplace Assurance Platform Engage Contact Donate Consultations Work with us © Gold Standard 2025 Terms and Conditions Privacy Notice Conflict of Interest Policy Cookie Policy"
346,Gold_Standard,107,Organisation: Gold Standard URL: https://www.goldstandard.org/ Page Title: Gold Standard Annual Report 2024
347,Gold_Standard,1397,"report UPDATED Jul 1, 2025 Gold Standard Annual Report 2024 The Gold Standard’s 2024 Annual Report marks the final year of its 2020–2025 strategy, highlighting major achievements in climate action and sustainable development. Download Report In 2024, Gold Standard concluded the final year of its 2020–2025 strategic cycle, marking a period of significant growth, innovation and impact. Shared value creation, the estimated economic contribution benefits beyond emission reductions that projects generate, from Gold Standard-certified projects reached $13.8 billion for the year. This brings the cumulative total to $59.5 billion, with projections indicating we are on track to achieve our goal of creating $100bn by 2030. We verified 1,281 contributions across the United Nations Sustainable Development Goals (SDGs) in our project portfolio, an 18% increase on 2023. Since our founding in 2003 Gold Standard-certified projects have amassed 8,298 verified contributions in total, across all 17 SDGs. Our project portfolio grew to 3,848 across 110 countries, with a record 621 new projects registered in a single year. Community service project category remained the in the lead, accounting for 64% of the overall portfolio. We saw notable growth in forestry and waste management categories, and the first engineered carbon dioxide removal project to start our certification process was registered"
348,Gold_Standard,1513,". Our project portfolio grew to 3,848 across 110 countries, with a record 621 new projects registered in a single year. Community service project category remained the in the lead, accounting for 64% of the overall portfolio. We saw notable growth in forestry and waste management categories, and the first engineered carbon dioxide removal project to start our certification process was registered. Gold Standard-certified projects issued 84 million carbon credits in 2024, up 35% from 2023, and retired 35 million, up 21% from 2023, reflecting increased trust in the standard’s integrity amid market uncertainty. Supporting this growth, we made progress on digital transformation with a new advanced assurance platform, helping projects to deliver verified impact more efficiently while maintaining high integrity. Additionally, we developed a digital SDG Impact Tool making it easier for project developers to report the SDG impact of their projects. We released new standard documents and impact quantification methodologies supporting the development of projects across the blue carbon, low-carbon agriculture, shipping and geological storage categories. We continued to play a pivotal role in shaping international carbon markets, contributing to the operationalisation of Article 6 of the Paris Agreement and supporting governments with capacity development. We received recognition from the International Civil Aviation Organization (ICAO) and the Integrity Council for the Voluntary Carbon Market (ICVCM)"
